Feature,Duration,SHAP_value,Type
Radial Distance from Sun,840,0.14830112,IBS_R
Electronic Box Temperature,840,0.17225029,IBS_R
Out Board Sensor Temperature,840,0.10872485,IBS_R
In Board Sensor Temperature,840,0.041448213,IBS_R
Out Board Sensor minus In Board Sensor Temp.,840,0.056667168,IBS_R
Heater Dutycycle,840,0.051866803,IBS_R
Search Coil Magnetometer's Temperature,840,0.037031494,IBS_R
Solar Array's Angle,840,0.12553065,IBS_R
High Gain Antenna Azimuth,840,0.19700737,IBS_R
High Gain Antenna Elevation,840,0.06117204,IBS_R
Radial Distance from Sun,850,0.14817806,IBS_R
Electronic Box Temperature,850,0.17442995,IBS_R
Out Board Sensor Temperature,850,0.10476713,IBS_R
In Board Sensor Temperature,850,0.043734938,IBS_R
Out Board Sensor minus In Board Sensor Temp.,850,0.05505361,IBS_R
Heater Dutycycle,850,0.05486489,IBS_R
Search Coil Magnetometer's Temperature,850,0.04064018,IBS_R
Solar Array's Angle,850,0.122456715,IBS_R
High Gain Antenna Azimuth,850,0.19303322,IBS_R
High Gain Antenna Elevation,850,0.06284138,IBS_R
Radial Distance from Sun,860,0.149062,IBS_R
Electronic Box Temperature,860,0.17385563,IBS_R
Out Board Sensor Temperature,860,0.10202241,IBS_R
In Board Sensor Temperature,860,0.04476052,IBS_R
Out Board Sensor minus In Board Sensor Temp.,860,0.06430265,IBS_R
Heater Dutycycle,860,0.049776185,IBS_R
Search Coil Magnetometer's Temperature,860,0.039101146,IBS_R
Solar Array's Angle,860,0.111925684,IBS_R
High Gain Antenna Azimuth,860,0.20336872,IBS_R
High Gain Antenna Elevation,860,0.06182503,IBS_R
Radial Distance from Sun,870,0.14017677,IBS_R
Electronic Box Temperature,870,0.16802336,IBS_R
Out Board Sensor Temperature,870,0.10843644,IBS_R
In Board Sensor Temperature,870,0.042874318,IBS_R
Out Board Sensor minus In Board Sensor Temp.,870,0.06633485,IBS_R
Heater Dutycycle,870,0.05263983,IBS_R
Search Coil Magnetometer's Temperature,870,0.043709915,IBS_R
Solar Array's Angle,870,0.10696154,IBS_R
High Gain Antenna Azimuth,870,0.20545053,IBS_R
High Gain Antenna Elevation,870,0.065392435,IBS_R
Radial Distance from Sun,880,0.14801526,IBS_R
Electronic Box Temperature,880,0.16836448,IBS_R
Out Board Sensor Temperature,880,0.10715585,IBS_R
In Board Sensor Temperature,880,0.043618392,IBS_R
Out Board Sensor minus In Board Sensor Temp.,880,0.0669822,IBS_R
Heater Dutycycle,880,0.050246734,IBS_R
Search Coil Magnetometer's Temperature,880,0.044859644,IBS_R
Solar Array's Angle,880,0.10658825,IBS_R
High Gain Antenna Azimuth,880,0.2058238,IBS_R
High Gain Antenna Elevation,880,0.058345284,IBS_R
Radial Distance from Sun,20,0.07384168,IBS_T
Electronic Box Temperature,20,0.058546323,IBS_T
Out Board Sensor Temperature,20,0.19978222,IBS_T
In Board Sensor Temperature,20,0.08216348,IBS_T
Out Board Sensor minus In Board Sensor Temp.,20,0.040736992,IBS_T
Heater Dutycycle,20,0.23710188,IBS_T
Search Coil Magnetometer's Temperature,20,0.09793364,IBS_T
High Gain Antenna Azimuth,20,0.06946455,IBS_T
High Gain Antenna Elevation,20,0.0885265,IBS_T
Electronic Box Temperature,30,0.07578348,IBS_T
Out Board Sensor Temperature,30,0.12878849,IBS_T
In Board Sensor Temperature,30,0.072222754,IBS_T
Out Board Sensor minus In Board Sensor Temp.,30,0.046257984,IBS_T
Heater Dutycycle,30,0.32613155,IBS_T
Search Coil Magnetometer's Temperature,30,0.103049636,IBS_T
Solar Array's Angle,30,0.027366797,IBS_T
High Gain Antenna Azimuth,30,0.086496405,IBS_T
High Gain Antenna Elevation,30,0.09070988,IBS_T
Electronic Box Temperature,40,0.08453317,IBS_T
Out Board Sensor Temperature,40,0.11701013,IBS_T
In Board Sensor Temperature,40,0.061577715,IBS_T
Out Board Sensor minus In Board Sensor Temp.,40,0.049661547,IBS_T
Heater Dutycycle,40,0.3522146,IBS_T
Search Coil Magnetometer's Temperature,40,0.082694575,IBS_T
Solar Array's Angle,40,0.011208203,IBS_T
High Gain Antenna Azimuth,40,0.07392543,IBS_T
High Gain Antenna Elevation,40,0.11531554,IBS_T
Electronic Box Temperature,50,0.09356616,IBS_T
Out Board Sensor Temperature,50,0.09799457,IBS_T
In Board Sensor Temperature,50,0.052885544,IBS_T
Out Board Sensor minus In Board Sensor Temp.,50,0.045407183,IBS_T
Heater Dutycycle,50,0.39945218,IBS_T
Search Coil Magnetometer's Temperature,50,0.06791229,IBS_T
Solar Array's Angle,50,0.022940699,IBS_T
High Gain Antenna Azimuth,50,0.06794486,IBS_T
High Gain Antenna Elevation,50,0.10375578,IBS_T
Radial Distance from Sun,60,0.09371885,IBS_T
Electronic Box Temperature,60,0.06742492,IBS_T
Out Board Sensor Temperature,60,0.11141292,IBS_T
In Board Sensor Temperature,60,0.042513438,IBS_T
Heater Dutycycle,60,0.3999641,IBS_T
Search Coil Magnetometer's Temperature,60,0.043362886,IBS_T
Solar Array's Angle,60,0.014441865,IBS_T
High Gain Antenna Azimuth,60,0.06835359,IBS_T
High Gain Antenna Elevation,60,0.10613,IBS_T
Radial Distance from Sun,70,0.101696946,IBS_T
Electronic Box Temperature,70,0.08365341,IBS_T
Out Board Sensor Temperature,70,0.06694696,IBS_T
In Board Sensor Temperature,70,0.05836608,IBS_T
Out Board Sensor minus In Board Sensor Temp.,70,0.035361,IBS_T
Heater Dutycycle,70,0.41917062,IBS_T
Search Coil Magnetometer's Temperature,70,0.059637833,IBS_T
Solar Array's Angle,70,0.023066398,IBS_T
High Gain Antenna Azimuth,70,0.062622674,IBS_T
High Gain Antenna Elevation,70,0.089478165,IBS_T
Radial Distance from Sun,80,0.11736641,IBS_T
Electronic Box Temperature,80,0.05746597,IBS_T
Out Board Sensor Temperature,80,0.07432456,IBS_T
In Board Sensor Temperature,80,0.100716926,IBS_T
Out Board Sensor minus In Board Sensor Temp.,80,0.044132743,IBS_T
Heater Dutycycle,80,0.3360271,IBS_T
Search Coil Magnetometer's Temperature,80,0.052157704,IBS_T
High Gain Antenna Azimuth,80,0.057293247,IBS_T
High Gain Antenna Elevation,80,0.11994601,IBS_T
Radial Distance from Sun,90,0.11936182,IBS_T
Electronic Box Temperature,90,0.06951308,IBS_T
Out Board Sensor Temperature,90,0.08213223,IBS_T
In Board Sensor Temperature,90,0.07604475,IBS_T
Out Board Sensor minus In Board Sensor Temp.,90,0.04894014,IBS_T
Heater Dutycycle,90,0.33326456,IBS_T
Search Coil Magnetometer's Temperature,90,0.071567975,IBS_T
High Gain Antenna Azimuth,90,0.05530751,IBS_T
High Gain Antenna Elevation,90,0.10205435,IBS_T
Radial Distance from Sun,100,0.12522088,IBS_T
Electronic Box Temperature,100,0.06974004,IBS_T
Out Board Sensor Temperature,100,0.08137702,IBS_T
In Board Sensor Temperature,100,0.07801449,IBS_T
Out Board Sensor minus In Board Sensor Temp.,100,0.040464267,IBS_T
Heater Dutycycle,100,0.3597425,IBS_T
Search Coil Magnetometer's Temperature,100,0.068923384,IBS_T
Solar Array's Angle,100,0.015532663,IBS_T
High Gain Antenna Azimuth,100,0.061271463,IBS_T
High Gain Antenna Elevation,100,0.0997133,IBS_T
Radial Distance from Sun,110,0.13621485,IBS_T
Electronic Box Temperature,110,0.07492872,IBS_T
Out Board Sensor Temperature,110,0.059656408,IBS_T
In Board Sensor Temperature,110,0.08469929,IBS_T
Out Board Sensor minus In Board Sensor Temp.,110,0.040330987,IBS_T
Heater Dutycycle,110,0.33224636,IBS_T
Search Coil Magnetometer's Temperature,110,0.07460756,IBS_T
Solar Array's Angle,110,0.017741488,IBS_T
High Gain Antenna Azimuth,110,0.06230351,IBS_T
High Gain Antenna Elevation,110,0.11727088,IBS_T
Radial Distance from Sun,120,0.13398111,IBS_T
Electronic Box Temperature,120,0.06150817,IBS_T
Out Board Sensor Temperature,120,0.094230965,IBS_T
In Board Sensor Temperature,120,0.074021004,IBS_T
Out Board Sensor minus In Board Sensor Temp.,120,0.04118065,IBS_T
Heater Dutycycle,120,0.32298732,IBS_T
Search Coil Magnetometer's Temperature,120,0.08809092,IBS_T
Solar Array's Angle,120,0.014169253,IBS_T
High Gain Antenna Azimuth,120,0.06302862,IBS_T
High Gain Antenna Elevation,120,0.10680205,IBS_T
Radial Distance from Sun,130,0.14271691,IBS_T
Electronic Box Temperature,130,0.064828925,IBS_T
Out Board Sensor Temperature,130,0.09001693,IBS_T
In Board Sensor Temperature,130,0.08199959,IBS_T
Out Board Sensor minus In Board Sensor Temp.,130,0.05611066,IBS_T
Heater Dutycycle,130,0.3209495,IBS_T
Search Coil Magnetometer's Temperature,130,0.055542853,IBS_T
Solar Array's Angle,130,0.01213796,IBS_T
High Gain Antenna Azimuth,130,0.060102433,IBS_T
High Gain Antenna Elevation,130,0.11559419,IBS_T
Radial Distance from Sun,140,0.12903912,IBS_T
Electronic Box Temperature,140,0.06688998,IBS_T
Out Board Sensor Temperature,140,0.07731531,IBS_T
In Board Sensor Temperature,140,0.08037323,IBS_T
Out Board Sensor minus In Board Sensor Temp.,140,0.04936522,IBS_T
Heater Dutycycle,140,0.31785405,IBS_T
Search Coil Magnetometer's Temperature,140,0.09648054,IBS_T
Solar Array's Angle,140,0.01363226,IBS_T
High Gain Antenna Azimuth,140,0.0720396,IBS_T
High Gain Antenna Elevation,140,0.09701067,IBS_T
Radial Distance from Sun,150,0.13190348,IBS_T
Out Board Sensor Temperature,150,0.06927734,IBS_T
In Board Sensor Temperature,150,0.09112529,IBS_T
Out Board Sensor minus In Board Sensor Temp.,150,0.05029634,IBS_T
Heater Dutycycle,150,0.30119005,IBS_T
Search Coil Magnetometer's Temperature,150,0.10228748,IBS_T
Solar Array's Angle,150,0.020180939,IBS_T
High Gain Antenna Azimuth,150,0.061332636,IBS_T
High Gain Antenna Elevation,150,0.11200301,IBS_T
Radial Distance from Sun,160,0.1240807,IBS_T
Electronic Box Temperature,160,0.06839362,IBS_T
Out Board Sensor Temperature,160,0.07692592,IBS_T
In Board Sensor Temperature,160,0.0858912,IBS_T
Out Board Sensor minus In Board Sensor Temp.,160,0.04277546,IBS_T
Heater Dutycycle,160,0.31166348,IBS_T
Search Coil Magnetometer's Temperature,160,0.095556095,IBS_T
Solar Array's Angle,160,0.019710734,IBS_T
High Gain Antenna Azimuth,160,0.07156841,IBS_T
High Gain Antenna Elevation,160,0.103434406,IBS_T
Radial Distance from Sun,170,0.14115815,IBS_T
Electronic Box Temperature,170,0.08103564,IBS_T
Out Board Sensor Temperature,170,0.052681748,IBS_T
In Board Sensor Temperature,170,0.11881438,IBS_T
Out Board Sensor minus In Board Sensor Temp.,170,0.056550797,IBS_T
Heater Dutycycle,170,0.30790395,IBS_T
Search Coil Magnetometer's Temperature,170,0.072717674,IBS_T
Solar Array's Angle,170,0.010579701,IBS_T
High Gain Antenna Azimuth,170,0.057401907,IBS_T
High Gain Antenna Elevation,170,0.101156056,IBS_T
Radial Distance from Sun,180,0.15709603,IBS_T
Electronic Box Temperature,180,0.076733924,IBS_T
Out Board Sensor Temperature,180,0.07747751,IBS_T
In Board Sensor Temperature,180,0.097189836,IBS_T
Out Board Sensor minus In Board Sensor Temp.,180,0.042263046,IBS_T
Heater Dutycycle,180,0.29382268,IBS_T
Search Coil Magnetometer's Temperature,180,0.06800149,IBS_T
Solar Array's Angle,180,0.016390938,IBS_T
High Gain Antenna Azimuth,180,0.07035602,IBS_T
High Gain Antenna Elevation,180,0.100668475,IBS_T
Radial Distance from Sun,190,0.14493726,IBS_T
Electronic Box Temperature,190,0.07977956,IBS_T
Out Board Sensor Temperature,190,0.059638917,IBS_T
In Board Sensor Temperature,190,0.10233096,IBS_T
Out Board Sensor minus In Board Sensor Temp.,190,0.054344352,IBS_T
Heater Dutycycle,190,0.28771216,IBS_T
Search Coil Magnetometer's Temperature,190,0.06472395,IBS_T
Solar Array's Angle,190,0.01584922,IBS_T
High Gain Antenna Azimuth,190,0.07018764,IBS_T
High Gain Antenna Elevation,190,0.12049599,IBS_T
Radial Distance from Sun,200,0.15136577,IBS_T
Out Board Sensor Temperature,200,0.06468957,IBS_T
In Board Sensor Temperature,200,0.084066965,IBS_T
Out Board Sensor minus In Board Sensor Temp.,200,0.06599223,IBS_T
Heater Dutycycle,200,0.31210813,IBS_T
Search Coil Magnetometer's Temperature,200,0.082121454,IBS_T
Solar Array's Angle,200,0.032438595,IBS_T
High Gain Antenna Azimuth,200,0.06964442,IBS_T
High Gain Antenna Elevation,200,0.07911886,IBS_T
Radial Distance from Sun,210,0.13185139,IBS_T
Electronic Box Temperature,210,0.06799733,IBS_T
Out Board Sensor Temperature,210,0.07393474,IBS_T
In Board Sensor Temperature,210,0.10614392,IBS_T
Out Board Sensor minus In Board Sensor Temp.,210,0.061895203,IBS_T
Heater Dutycycle,210,0.28506732,IBS_T
Search Coil Magnetometer's Temperature,210,0.07005611,IBS_T
High Gain Antenna Azimuth,210,0.054179534,IBS_T
High Gain Antenna Elevation,210,0.09906858,IBS_T
Radial Distance from Sun,220,0.14952298,IBS_T
Out Board Sensor Temperature,220,0.069507234,IBS_T
In Board Sensor Temperature,220,0.11074341,IBS_T
Out Board Sensor minus In Board Sensor Temp.,220,0.050949357,IBS_T
Heater Dutycycle,220,0.2982727,IBS_T
Search Coil Magnetometer's Temperature,220,0.062912755,IBS_T
Solar Array's Angle,220,0.020243201,IBS_T
High Gain Antenna Azimuth,220,0.065601796,IBS_T
High Gain Antenna Elevation,220,0.10212651,IBS_T
Radial Distance from Sun,230,0.1426054,IBS_T
Out Board Sensor Temperature,230,0.086335585,IBS_T
In Board Sensor Temperature,230,0.085212745,IBS_T
Out Board Sensor minus In Board Sensor Temp.,230,0.054776017,IBS_T
Heater Dutycycle,230,0.30015412,IBS_T
Search Coil Magnetometer's Temperature,230,0.07284542,IBS_T
Solar Array's Angle,230,0.022979088,IBS_T
High Gain Antenna Azimuth,230,0.07121303,IBS_T
High Gain Antenna Elevation,230,0.10369673,IBS_T
Radial Distance from Sun,240,0.14409046,IBS_T
Electronic Box Temperature,240,0.054831013,IBS_T
Out Board Sensor Temperature,240,0.07607808,IBS_T
In Board Sensor Temperature,240,0.092445746,IBS_T
Out Board Sensor minus In Board Sensor Temp.,240,0.04754344,IBS_T
Heater Dutycycle,240,0.31446582,IBS_T
Search Coil Magnetometer's Temperature,240,0.077412434,IBS_T
Solar Array's Angle,240,0.023610527,IBS_T
High Gain Antenna Azimuth,240,0.07017299,IBS_T
High Gain Antenna Elevation,240,0.09934942,IBS_T
Radial Distance from Sun,250,0.16067618,IBS_T
Electronic Box Temperature,250,0.068334445,IBS_T
Out Board Sensor Temperature,250,0.080815025,IBS_T
In Board Sensor Temperature,250,0.09005134,IBS_T
Out Board Sensor minus In Board Sensor Temp.,250,0.061095465,IBS_T
Heater Dutycycle,250,0.30471918,IBS_T
Search Coil Magnetometer's Temperature,250,0.07319729,IBS_T
Solar Array's Angle,250,0.015702851,IBS_T
High Gain Antenna Azimuth,250,0.06921528,IBS_T
High Gain Antenna Elevation,250,0.07619292,IBS_T
Radial Distance from Sun,260,0.15803896,IBS_T
Electronic Box Temperature,260,0.06990272,IBS_T
Out Board Sensor Temperature,260,0.07069935,IBS_T
In Board Sensor Temperature,260,0.10681726,IBS_T
Out Board Sensor minus In Board Sensor Temp.,260,0.061264988,IBS_T
Heater Dutycycle,260,0.25898686,IBS_T
Search Coil Magnetometer's Temperature,260,0.07785218,IBS_T
Solar Array's Angle,260,0.023850588,IBS_T
High Gain Antenna Azimuth,260,0.06725938,IBS_T
High Gain Antenna Elevation,260,0.105327666,IBS_T
Radial Distance from Sun,270,0.16842726,IBS_T
Electronic Box Temperature,270,0.05817421,IBS_T
Out Board Sensor Temperature,270,0.07711026,IBS_T
In Board Sensor Temperature,270,0.0861035,IBS_T
Out Board Sensor minus In Board Sensor Temp.,270,0.06891471,IBS_T
Heater Dutycycle,270,0.23693977,IBS_T
Search Coil Magnetometer's Temperature,270,0.057191137,IBS_T
High Gain Antenna Azimuth,270,0.0655648,IBS_T
High Gain Antenna Elevation,270,0.12354985,IBS_T
Radial Distance from Sun,280,0.14648515,IBS_T
Out Board Sensor Temperature,280,0.06645236,IBS_T
In Board Sensor Temperature,280,0.11490624,IBS_T
Out Board Sensor minus In Board Sensor Temp.,280,0.08487607,IBS_T
Heater Dutycycle,280,0.21521826,IBS_T
Search Coil Magnetometer's Temperature,280,0.08922296,IBS_T
Solar Array's Angle,280,0.021317875,IBS_T
High Gain Antenna Azimuth,280,0.06837732,IBS_T
High Gain Antenna Elevation,280,0.1374804,IBS_T
Radial Distance from Sun,290,0.14224763,IBS_T
Out Board Sensor Temperature,290,0.05190699,IBS_T
In Board Sensor Temperature,290,0.11121612,IBS_T
Out Board Sensor minus In Board Sensor Temp.,290,0.089044355,IBS_T
Heater Dutycycle,290,0.22628327,IBS_T
Search Coil Magnetometer's Temperature,290,0.09174598,IBS_T
Solar Array's Angle,290,0.017390782,IBS_T
High Gain Antenna Azimuth,290,0.07947475,IBS_T
High Gain Antenna Elevation,290,0.1295369,IBS_T
Radial Distance from Sun,300,0.11628235,IBS_T
Electronic Box Temperature,300,0.075656764,IBS_T
Out Board Sensor Temperature,300,0.080904745,IBS_T
In Board Sensor Temperature,300,0.09593366,IBS_T
Out Board Sensor minus In Board Sensor Temp.,300,0.1392944,IBS_T
Heater Dutycycle,300,0.14917463,IBS_T
Search Coil Magnetometer's Temperature,300,0.10542489,IBS_T
Solar Array's Angle,300,0.013732081,IBS_T
High Gain Antenna Azimuth,300,0.08804079,IBS_T
High Gain Antenna Elevation,300,0.13555573,IBS_T
Radial Distance from Sun,310,0.16383648,IBS_T
Electronic Box Temperature,310,0.06603346,IBS_T
Out Board Sensor Temperature,310,0.08787824,IBS_T
In Board Sensor Temperature,310,0.10243873,IBS_T
Out Board Sensor minus In Board Sensor Temp.,310,0.13859645,IBS_T
Heater Dutycycle,310,0.13817193,IBS_T
Search Coil Magnetometer's Temperature,310,0.0759683,IBS_T
Solar Array's Angle,310,0.008148546,IBS_T
High Gain Antenna Azimuth,310,0.08398843,IBS_T
High Gain Antenna Elevation,310,0.13493933,IBS_T
Radial Distance from Sun,320,0.17550977,IBS_T
Electronic Box Temperature,320,0.08543809,IBS_T
Out Board Sensor Temperature,320,0.09603697,IBS_T
In Board Sensor Temperature,320,0.11524219,IBS_T
Out Board Sensor minus In Board Sensor Temp.,320,0.1316229,IBS_T
Heater Dutycycle,320,0.08132927,IBS_T
Search Coil Magnetometer's Temperature,320,0.06424648,IBS_T
High Gain Antenna Azimuth,320,0.063913144,IBS_T
High Gain Antenna Elevation,320,0.11413107,IBS_T
Radial Distance from Sun,330,0.14834562,IBS_T
Out Board Sensor Temperature,330,0.08095074,IBS_T
In Board Sensor Temperature,330,0.1259184,IBS_T
Out Board Sensor minus In Board Sensor Temp.,330,0.14017859,IBS_T
Heater Dutycycle,330,0.10281633,IBS_T
Search Coil Magnetometer's Temperature,330,0.07860342,IBS_T
Solar Array's Angle,330,0.021030178,IBS_T
High Gain Antenna Azimuth,330,0.093359865,IBS_T
High Gain Antenna Elevation,330,0.15235303,IBS_T
Radial Distance from Sun,340,0.12715438,IBS_T
Electronic Box Temperature,340,0.10622363,IBS_T
Out Board Sensor Temperature,340,0.07343866,IBS_T
In Board Sensor Temperature,340,0.15719537,IBS_T
Out Board Sensor minus In Board Sensor Temp.,340,0.10664465,IBS_T
Heater Dutycycle,340,0.09896011,IBS_T
Search Coil Magnetometer's Temperature,340,0.09841881,IBS_T
Solar Array's Angle,340,0.0261919,IBS_T
High Gain Antenna Azimuth,340,0.079836905,IBS_T
High Gain Antenna Elevation,340,0.1259355,IBS_T
Radial Distance from Sun,350,0.147794,IBS_T
Electronic Box Temperature,350,0.07785847,IBS_T
Out Board Sensor Temperature,350,0.061394855,IBS_T
In Board Sensor Temperature,350,0.09973394,IBS_T
Out Board Sensor minus In Board Sensor Temp.,350,0.10509873,IBS_T
Heater Dutycycle,350,0.10613071,IBS_T
Search Coil Magnetometer's Temperature,350,0.12380131,IBS_T
Solar Array's Angle,350,0.028672086,IBS_T
High Gain Antenna Azimuth,350,0.09969534,IBS_T
High Gain Antenna Elevation,350,0.14982054,IBS_T
Electronic Box Temperature,360,0.0993125,IBS_T
Out Board Sensor Temperature,360,0.081598185,IBS_T
In Board Sensor Temperature,360,0.11892464,IBS_T
Out Board Sensor minus In Board Sensor Temp.,360,0.10397414,IBS_T
Heater Dutycycle,360,0.112012364,IBS_T
Search Coil Magnetometer's Temperature,360,0.10811657,IBS_T
Solar Array's Angle,360,0.023572624,IBS_T
High Gain Antenna Azimuth,360,0.13548079,IBS_T
High Gain Antenna Elevation,360,0.13177027,IBS_T
Radial Distance from Sun,370,0.13522933,IBS_T
Out Board Sensor Temperature,370,0.08398265,IBS_T
In Board Sensor Temperature,370,0.111139566,IBS_T
Out Board Sensor minus In Board Sensor Temp.,370,0.07106124,IBS_T
Heater Dutycycle,370,0.13229097,IBS_T
Search Coil Magnetometer's Temperature,370,0.11746466,IBS_T
Solar Array's Angle,370,0.02235829,IBS_T
High Gain Antenna Azimuth,370,0.13366249,IBS_T
High Gain Antenna Elevation,370,0.117593,IBS_T
Radial Distance from Sun,380,0.15077803,IBS_T
Out Board Sensor Temperature,380,0.06407148,IBS_T
In Board Sensor Temperature,380,0.14925702,IBS_T
Out Board Sensor minus In Board Sensor Temp.,380,0.085950896,IBS_T
Heater Dutycycle,380,0.10218819,IBS_T
